property_id,suburb,postcode,address,sale_price ($),sale_date,property_type,bedrooms,bathrooms,car_spaces,Storeys,Study,land_size_m2,building_size_m2,year_built,auction_sale,days_on_market,distance_to_cbd_km,distance_to_station_km,distance_to_school_km,distance_to_shops_km,pool,renovated,water_view,Garden,property_condition,listing_agency,source_url
150128256,Mosman,2088,"53 Clanalpine Street, Mosman, NSW 2088","$7,700,000",06/03/2026,House,5,5,4,,Yes,511,300,,,,0.54,,0.24,,,,,Yes,,Atlas - Lower North Shoe,https://www.realestate.com.au/sold/property-house-nsw-mosman-150128256
150166172,Mosman,2088,"1/8 Muston Street, Mosman, NSW 2088","$1,300,000",06/03/2026,Unit,2,1,1,4,,774,,,,,0.23,,0.34,,,,,,,De Brennan Property,https://www.realestate.com.au/sold/property-apartment-nsw-mosman-150166172
150251784,Mosman,2088,"2/30 Warringah Road, Mosman, NSW 2088","$1,100,000",03/03/2026,Unit,2,1,1,4,,732,101,1965,,,0.41,,0.71,,,,,,,Domain Residential,https://www.realestate.com.au/sold/property-apartment-nsw-mosman-150251784
150108356,Mosman,2088,"203/171-179 Avenue Road, Mosman, NSW 2088","$4,450,000",01/03/2026,Unit,3,2,3,,,,,,,,0.20,,0.36,,,,,,,De Brennan Property,https://www.realestate.com.au/sold/property-apartment-nsw-mosman-150108356
150129332,Mosman,2088,"9/48 Middle Head Road, Mosman, NSW 2088","$862,000",28/02/2026,Unit,1,1,1,4,,526,,,,,0.14,,0.22,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-apartment-nsw-mosman-150129332
149432780,Marrickville,2204,"241 Addison Road, Marrickville, NSW 2204","$1,750,000",31/07/2026,House,3,2,2,,,196,,,,,0.29,,0.32,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-house-nsw-marrickville-149432780
151808528,Marrickville,2204,"2/2-6 Schwebel Street, Marrickville, NSW 2204","$1,080,000",30/07/2026,Unit,2,1,1,,,1153,,,,,0.64,,0.61,,,,,,,Morrin Property,https://www.realestate.com.au/sold/property-unit-nsw-marrickville-151808528
151432756,Marrickville,2204,"60 Malakoff Street, Marrickville, NSW 2204","$2,000,000",29/07/2026,House,3,2,1,,Yes,177,,,,,0.04,,0.33,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151432756
151636488,Marrickville,2044,"52 Illawarra Road, Marrickville, NSW 2204","$1,735,000",25/07/2026,House,3,1,1,2,,170.7,,,,,0.30,,0.20,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151636488
151639852,Marrickville,2044,"903/186C Victoria Road, Marrickville, NSW 2204","$800,000",24/07/2026,Unit,1,1,0,,,,,,,,0.40,,0.25,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151639852
151327324,Marrickville,2044,"73a Illawarra Road, Marrickville, NSW 2204","$2,980,000",22/07/2026,Duplex,4,3,0,,,242,,,,,0.14,,0.25,,,,,,,McGrath - Beverly Hills,https://www.realestate.com.au/sold/property-duplex+semi-detached-nsw-marrickville-151327324
151593860,Marrickville,2044,"15 Gladstone Street, Marrickville, NSW 2204","$1,900,000",17/07/2026,House,2,1,1,,,195,,,,,0.18,,0.47,,,,,Yes,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151593860
150359172,Marrickville,2044,"528 Illawarra Road, Marrickville, NSW 2204","$1,650,000",17/07/2026,House,3,1,0,,,429,,,,,0.07,,0.63,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-house-nsw-marrickville-150359172 
151731148,Marrickville,2044,"701/178 Livingstone Road, Marrickville, NSW 2204","$950,000",16/07/2026,Unit,1,1,1,,,6189,60,,,,0.13,,0.17,,,,,Yes,,RES - Real Estate Services,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151731148
151293436,Marrickville,2044,"16 Holmesdale Street, Marrickville, NSW 2204","$1,615,000",14/07/2026,House,3,1,0,,,177,,,,,0.22,,0.16,,,,,Yes,,Stone Real Estate Earlwood,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151293436
151711888,Marrickville,2044,"2/346-348 Illawarra Road, Marrickville, NSW 2204","$653,000",14/07/2026,Unit,1,1,1,,,65,,,,,0.05,,0.55,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151711888
151474048,Marrickville,2044,"11 Enfield Street, Marrickville, NSW 2204","$2,290,000",08/07/2026,House,4,1,1,,,354,,,,,0.21,,0.37,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151474048
151173432,Marrickville,2044,"16/295 Victoria Road, Marrickville, NSW 2204","$1,040,000",07/07/2026,Unit,2,1,1,,,111,,,,,0.53,,0.66,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151173432
151146712,Marrickville,2044,"703C/359 Illawarra Road, Marrickville, NSW 2204","$790,000",03/07/2026,Unit,1,1,1,,Yes,75,,,,,0.19,,0.47,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151146712
151511464,Marrickville,2044,"27/486-488 Illawarra Road, Marrickville, NSW 2204","$525,000",02/07/2026,Unit,1,1,0,,,1334,43,,,,0.14,,0.42,,,,,,,Highland Inner West,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151511464
151522992,Marrickville,2044,"3/12 George Street, Marrickville, NSW 2204","$880,000",01/07/2026,Unit,2,1,0,,,56,55,,,,0.04,,0.61,,,,,Yes,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151522992
151441796,Marrickville,2044,"205/326 Marrickville Road, Marrickville, NSW 2204","$930,000",18/06/2026,Unit,1,1,1,,Yes,87,,,,,0.02,,0.21,,,,,Yes,,Harris Tripp - Summer Hill,https://www.realestate.com.au/sold/property-unit-nsw-marrickville-151441796
151159360,Marrickville,2044,"42 Schwebel Street, Marrickville, NSW 2204","$1,980,000",16/06/2026,House,4,1,0,,,297,,1915,,,0.52,,0.69,,,,,,,CobdenHayson Earlwood,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151159360
151156024,Marrickville,2044,"24 O'Hara Street, Marrickville, NSW 2204","$1,925,000",13/06/2026,House,3,1,0,2,,190,,,,,0.36,,0.53,,,,,Yes,,Planet Properties,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151156024
151189788,Marrickville,2044,"41/12-22 Newington Road (enter via Pritchard Street), Marrickville, NSW 2204","$1,520,000",13/06/2026,Townhouse,3,2,2,,,,176,,,,0.65,,0.72,,,,,Yes,,RayWhite,https://www.realestate.com.au/sold/property-townhouse-nsw-marrickville-151189788
151259376,Marrickville,2044,"17/88 Petersham Road, Marrickville, NSW 2204","$1,355,000",12/06/2026,Unit,2,2,1,,,124,85,2012,,,0.15,,0.15,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151259376
151169428,Marrickville,2044,"14 O'Hara Street, Marrickville, NSW 2204","$2,015,000",10/06/2026,House,3,1,0,2,,183,,1910,,,0.33,,0.51,,,,,Yes,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151169428
151211024,Marrickville,2044,"270 Victoria Road, Marrickville, NSW 2204","$1,650,000",06/06/2026,House,4,1,1,,,191,,,,,0.47,,0.57,,,,,,,Agency,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151211024
151042888,Marrickville,2044,"3 Edward Street, Marrickville, NSW 2204","$2,200,000",05/06/2026,House,3,2,1,,,194,,,,,0.12,,0.28,,,,,Yes,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151042888
151257448,Marrickville,2044,"8 Llewellyn Street, Marrickville, NSW 2204","$1,560,000",05/06/2026,House,2,1,0,2,,141,,,,,0.81,,0.27,,,,,Yes,,Agency,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151257448
150795212,Marrickville,2044,"2 Darley Street, Marrickville, NSW 2204","$3,100,000",04/06/2026,House,4,2,2,,,479,,,,,0.28,,0.25,,,,,Yes,,LJ Hooker,https://www.realestate.com.au/sold/property-house-nsw-marrickville-150795212
151190072,Marrickville,2044,"423/11-23 Gordon Street, Marrickville, NSW 2204","$1,275,000",04/06/2026,Unit,2,2,1,,,3737,91,,,,0.54,,0.58,,,,,,,BresicWhitley,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151190072
151031408,Marrickville,2044,"42 George Street, Marrickville, NSW 2204","$3,160,000",30/05/2026,House,4,1,4,,,600,,,,,0.05,,0.55,,,,,,,Elders Real Estate,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151031408
151091964,Marrickville,2044,"516/186C Victoria Road, Marrickville, NSW 2204","$950,000",30/05/2026,Unit,1,1,1,,,79,,,,,0.25,,0.40,,,,,,,Adrian William,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151091964
151174924,Marrickville,2044,"3/29 Riverside Crescent, Marrickville, NSW 2204","$1,270,000",27/05/2026,Unit,2,1,1,,,99,,,,,0.77,,0.45,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-151174924
151187456,Marrickville,2044,"111 Warren Road, Marrickville, NSW 2204","$1,950,000",30/05/2026,House,3,1,0,,,283,,,,,0.34,,0.49,,,,,Yes,,Richardson & Wrench,https://www.realestate.com.au/sold/property-house-nsw-marrickville-151187456
151122956,Marrickville,2044,"8/132 Wardell Road, Marrickville, NSW 2204","$1,408,990",26/05/2026,Townhouse,3,1,1,,,120,119,,,,0.00,,0.61,,,,,Yes,,Adrian William,https://www.realestate.com.au/sold/property-townhouse-nsw-marrickville-151122956
150935848,Marrickville,2044,"424 Marrickville Road, Marrickville, NSW 2204","$2,875,000",16/05/2026,House,4,2,2,,,519,,,,,0.09,,0.38,,,,,,,Allan Dale Real Estate,https://www.realestate.com.au/sold/property-house-nsw-marrickville-150935848
150856036,Marrickville,2044,"315/11-23 Gordon Street, Marrickville, NSW 2204","$875,000",14/05/2026,Unit,1,1,1,,,3737,77,,,,0.54,,0.58,,,,,,,BresicWhitley,https://www.realestate.com.au/sold/property-apartment-nsw-marrickville-150856036
151489892,Blacktown,2148,"53 Pelleas Street, Blacktown, NSW 2148","$1,700,000",29/07/2026,House,7,4,2,,,584,,,,,0.04,,0.42,,,,,Yes,,Sky Property ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151489892
150103248,Blacktown,2148,"28 Flyer Glade, Blacktown, NSW 2148","$870,000",29/07/2026,House,2,2,1,,,,,,,,1.03,,0.73,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-blacktown-150103248
151788964,Blacktown,2148,"46/21-29 Third Avenue, Blacktown, NSW 2148","$420,000",29/07/2026,Unit,2,2,1,,,4313,109,,,,0.44,,0.73,,,,,,,Laing & Simmons,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151788964
151025772,Blacktown,2148,"9 Nicholas Street, Blacktown, NSW 2148","$1,200,000",28/07/2026,House,5,2,1,,,550,,,,,0.74,,0.31,,,,,,,Starr Partners ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151025772
151132368,Blacktown,2148,"301/10 Carinya Street, Blacktown, NSW 2148","$590,000",28/07/2026,Unit,2,2,1,7,,3341,103,,,,0.47,,0.58,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-151132368
151620212,Blacktown,2148,"1/30-32 FIFTH AVENUE, Blacktown, NSW 2148","$458,000",28/07/2026,Unit,2,2,1,,,108,,,,,0.53,,0.56,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151620212
151828512,Blacktown,2148,"3 Bridge View Street, Blacktown, NSW 2148","$1,200,000",27/07/2026,House,5,2,2,,,803,,,,,0.44,,0.47,,,,,Yes,,Laing & Simmons,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151828512
151662652,Blacktown,2148,"25 Virginia Street, Blacktown, NSW 2148","$1,120,000",26/07/2026,House,4,1,3,,,563,,,,,0.45,,0.31,,,,,,,Richard Mathews,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151662652
151573268,Blacktown,2148,"11-11a Virginia Street, Blacktown, NSW 2148","$1,075,000",25/07/2026,House,4,2,2,,,588,,,,,0.55,,0.23,,,,,Yes,,Harcourts Legacy ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151573268
151617056,Blacktown,2148,"13 Dan Avenue, Blacktown, NSW 2148","$1,010,000",25/07/2026,House,4,2,1,,,581.7,,,,,0.35,,0.51,,,,,,,McGrath,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151617056
151623688,Blacktown,2148,"42 William Street, Blacktown, NSW 2148","$1,010,000",25/07/2026,House,3,1,3,,Yes,556,,,,,0.07,,0.77,,,,,Yes,,RayWhite,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151623688
151637052,Blacktown,2148,"25 Dagmar Crescent, Blacktown, NSW 2148","$992,000",25/07/2026,House,4,2,1,,,600,,,,,0.55,,0.28,,,,,Yes,,RayWhite,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151637052
151619268,Blacktown,2148,"2 Cumberland Street, Blacktown, NSW 2148","$885,000",25/07/2026,House,3,1,2,,,562,104,,,,0.40,,0.63,,,,,,,AgencyHQ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151619268
151656600,Blacktown,2148,"46/26 Mantaka Street, Blacktown, NSW 2148","$422,500",24/07/2026,Unit,2,1,1,4,,83,,,,,0.48,,0.83,,,,,,,Starr Partners ,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-151656600
151706936,Blacktown,2148,"2404/1 Boys Avenue, Blacktown, NSW 2148","$570,000",22/07/2026,Unit,2,2,1,,,101,,,,,0.41,,0.95,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151706936
151392360,Blacktown,2148,"50/17 Huntley Drive, Blacktown, NSW 2148","$830,000",20/07/2026,Townhouse,3,2,1,,,240,,,,,0.20,,0.45,,,,,Yes,,SPGR,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-151392360
151191192,Blacktown,2148,"82 Stephen street, Blacktown, NSW 2148","$1,150,000",19/07/2026,House,4,1,2,,,559,136,,,,0.42,,0.59,,,,,Yes,,Harcourts Legacy ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151191192
151332392,Blacktown,2148,"4 Starr Place, Blacktown, NSW 2148","$1,200,000",18/07/2026,house,3,1,2,1,,702,,,,,0.53,,0.34,,,,,Yes,,RayWhite,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151332392
151317628,Blacktown,2148,"19 Valda Street, Blacktown, NSW 2148","$925,000",18/07/2026,House,3,1,2,,,550.1,,,,,0.78,,0.50,,,,,Yes,,Richard Mathews,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151317628
151273852,Blacktown,2148,"1/25-27 Fourth Avenue, Blacktown, NSW 2148","$463,000",17/07/2026,Unit,2,1,1,,,1990,117,1964,,,0.53,,0.63,,,,,,,DKB Real Estate,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-151273852
151559836,Blacktown,2148,"28 Cavendish Avenue, Blacktown, NSW 2148","$1,110,000",17/07/2026,House,3,2,3,,Yes,556,,,,,0.50,,0.40,,,,,Yes,,Marshan,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151559836
151656484,Blacktown,2148,"19/17-21 Bruce Street, Blacktown, NSW 2148","$450,000",16/07/2026,Unit,2,2,1,,,124,96,,,,0.49,,0.74,,,,,,,Starr Partners ,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151656484
151240812,Blacktown,2148,"43 Stewart Avenue, Blacktown, NSW 2148","$1,305,000",16/07/2026,House,4,3,2,,Yes,696,,,,,0.41,,0.98,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151240812
151552744,Blacktown,2148,"52/7 Griffiths Street, Blacktown, NSW 2148","$410,000",16/07/2026,Unit,2,1,1,,,7577,,,,,0.40,,0.92,,,,,,,Urbane Real Estate,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151552744
151522652,Blacktown,2148,"3/36 Lloyd Street, Blacktown, NSW 2148","$865,000",15/07/2026,House,3,2,2,,Yes,217,,,,,0.64,,0.64,,,,,Yes,,RayWhite,https://www.realestate.com.au/sold/property-villa-nsw-blacktown-151522652
150829256,Blacktown,2148,"803/5 Second Avenue, Blacktown, NSW 2148","$590,000",15/07/2026,Unit,3,2,2,,,439,,,,,0.64,,0.90,,,,,,,RayWhite,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-150829256
151485448,Blacktown,2148,"39/31 Third Avenue, Blacktown, NSW 2148","$420,000",15/07/2026,Unit,2,2,1,,,97,,,,,0.40,,0.75,,,,,,,McGrath ,https://www.realestate.com.au/sold/property-unit-nsw-blacktown-151485448
151529956,Blacktown,2148,"16 June Street, Blacktown, NSW 2148","$950,000",13/07/2026,House,3,1,3,,,556,,,,,0.18,,0.68,,,,,,,Raine & Horne,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151529956
151555216,Blacktown,2148,"9/21-29 Third Avenue, Blacktown, NSW 2148","$420,000",13/07/2026,Unit,2,2,1,,Yes,4313,,,,,0.49,,0.73,,,,,,,Manor Real Estate,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-151555216
151461248,Blacktown,2148,"30 Wye Street, Blacktown, NSW 2148","$1,301,000",11/07/2026,House,3,2,2,,,573.5,,,,,0.15,,0.65,,,,,,,Centrury 21,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151461248
151531808,Blacktown,2148,"9 Kauri Street, Blacktown, NSW 2148","$1,155,000",11/07/2026,House,6,3,1,,,626,630,,,,0.40,,0.33,,Yes,,,,,Harcourts Legacy ,https://www.realestate.com.au/sold/property-house-nsw-blacktown-151531808
151380840,Blacktown,2148,"3/67 Orwell Street, Blacktown, NSW 2148","$840,000",10/07/2026,Townhouse,3,2,1,,,203,143,,,,0.06,,0.32,,,,,,,Starr Partners ,https://www.realestate.com.au/sold/property-townhouse-nsw-blacktown-151380840
151205976,Blacktown,2148,"47/10 Wallace Street, Blacktown, NSW 2148","$465,000",09/07/2026,Unit,2,2,1,,,128,,,,,0.78,,0.87,,,,,,,SETIA,https://www.realestate.com.au/sold/property-apartment-nsw-blacktown-151205976
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
